CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8698,G869245,701e7485-cc23-4600-ae26-4a2ddf90fb8b,West Townshend,VT,Windham,5359,43.15259,-72.71587,488.0,Urban,America/New_York,"Embryologist, clinical",4.0,74.0,Bachelor's Degree,Part Time,7729.12,Married,Female,No,5.75,16.0,2.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,55.92,125.85,4626.56,5,5,4,4,3,4,4,3
8699,N954346,1ade92e3-a968-498e-98e1-717e2847a4dd,Port Clyde,ME,Knox,4855,43.93459,-69.25745,195.0,Suburban,America/New_York,"Engineer, agricultural",1.0,36.0,Associate's Degree,Full Time,55132.91,Married,Male,No,10.29,13.0,0.0,0.0,Yes,One year,Yes,No,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,70.22,118.2,6244.3,2,3,2,1,5,4,2,2
8700,I493615,eb8c913f-badc-41c0-9cdb-70503339c052,Lizemores,WV,Clay,25125,38.31361,-81.19409,898.0,Urban,America/New_York,"Surveyor, land/geomatics",3.0,57.0,Bachelor's Degree,Unemployed,70024.11,Never Married,Male,No,11.66,12.0,0.0,1.0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),37.11,134.36,3281.79,3,3,3,3,5,3,3,4
8701,W345311,cd7f3a3b-fc12-46e1-95fe-d0cec93218ef,Fredericksburg,VA,Stafford,22406,38.40022,-77.55114,25928.0,Urban,America/New_York,Educational psychologist,3.0,58.0,Bachelor's Degree,Full Time,10655.22,Divorced,Male,No,8.16,18.0,1.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,71.85,169.4,6342.82,3,3,4,5,1,4,4,5
8702,F86943,ea97fed3-a644-448e-9a44-7240e3cd1f3c,Jordanville,NY,Herkimer,13361,42.90373,-74.86827,813.0,Suburban,America/New_York,Multimedia specialist,1.0,57.0,Master's Degree,Unemployed,55175.57,Married,Female,No,14.64,14.0,1.0,1.0,,Month-to-month,Yes,No,None,,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,71.4,125.95,2725.18,3,4,4,4,5,2,2,4
8703,F823751,fd7c7829-ed34-4c1e-8ace-d97a90686c0a,Derby,NY,Erie,14047,42.68584,-78.99348,6298.0,Suburban,America/New_York,"Engineer, civil (consulting)",4.0,48.0,Master's Degree,Unemployed,37064.13,Never Married,Female,No,12.22,18.0,3.0,0.0,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),48.14,139.27,4524.49,3,2,2,5,2,4,3,4
8704,I369913,596eed6a-bd58-44c9-8286-3fb5bb4940c7,Lubbock,TX,Lubbock,79415,33.69754,-101.9048,17243.0,Rural,America/Chicago,Comptroller,3.0,53.0,Regular High School Diploma,Full Time,16959.6,Never Married,Female,No,10.75,12.0,2.0,1.0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),69.8,111.96,5797.58,3,4,3,3,4,4,3,4
8705,E702248,43980a14-2fbe-4a8c-a4b4-401be6ed342e,Center,TX,Shelby,75935,31.73268,-94.20157,14025.0,Suburban,America/Chicago,Technical brewer,3.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,53102.99,Married,Female,No,13.67,9.0,1.0,1.0,,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Bank Transfer(automatic),60.11,244.38,5980.4,2,3,3,5,4,3,3,4
8706,H314025,09422761-c41e-4b7c-9bc2-c17d3c47ffe0,Guthrie,TX,King,79236,33.64183,-100.2281,210.0,Suburban,America/Chicago,Set designer,2.0,18.0,"9th Grade to 12th Grade, No Diploma",Full Time,22871.51,Divorced,Male,No,15.02,11.0,0.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,52.38,191.73,4791.68,4,4,3,3,3,2,2,3
8707,C190080,d3ed6262-ebdf-4d90-87e3-c134efb8d532,Eyota,MN,Olmsted,55934,44.00402,-92.26424,3080.0,Urban,America/Chicago,Theatre manager,0.0,45.0,"9th Grade to 12th Grade, No Diploma",Full Time,47055.76,Divorced,Male,No,9.52,13.0,0.0,1.0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,55.49,217.47,5127.33,2,3,3,3,4,3,2,2
8708,N123959,616cafbb-15a4-495c-b1a5-e2c910666534,Misenheimer,NC,Stanly,28109,35.4922,-80.28661,340.0,Rural,America/New_York,Special effects artist,3.0,24.0,"Some College, 1 or More Years, No Degree",Student,22328.75,Never Married,Male,No,6.45,11.0,0.0,1.0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,57.66,176.43,5668.51,3,3,2,5,3,4,2,5
8709,M899189,bf370120-c83b-46b3-ab18-8b10a0bbee6a,Dunbar,PA,Fayette,15431,39.95031,-79.59689,4112.0,Suburban,America/New_York,Accommodation manager,4.0,68.0,Master's Degree,Student,46018.62,Widowed,Male,No,15.34,15.0,2.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,70.5,175.33,6568.31,4,3,3,4,3,2,4,4
8710,J313434,768cbfd6-55e8-4d15-b9c3-75947b96ac35,Horntown,VA,Accomack,23395,37.97583,-75.46744,532.0,Suburban,America/New_York,Ergonomist,3.0,79.0,Bachelor's Degree,Unemployed,33560.99,Widowed,Male,No,6.61,12.0,0.0,0.0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,63.57,222.48,5866.27,4,5,3,3,4,4,4,5
8711,I958169,03859702-2df7-43d5-b337-bd765a4d20e1,Masonville,NY,Delaware,13804,42.21026,-75.3739,353.0,Rural,America/New_York,Armed forces logistics/support/administrative officer,1.0,20.0,Regular High School Diploma,Full Time,4824.09,Never Married,Male,No,2.85,3.0,1.0,2.0,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),48.21,117.27,4321.78,4,4,3,4,4,2,3,3
8712,C116690,b749f7e6-1b55-4bf8-8b94-887dcfdc2068,Daykin,NE,Jefferson,68338,40.31047,-97.27153,338.0,Rural,America/Chicago,Politician's assistant,3.0,21.0,Regular High School Diploma,Full Time,8716.7,Widowed,Male,No,8.54,12.0,3.0,0.0,,One year,No,Yes,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,50.7,219.18,4917.7,3,2,2,4,4,3,4,3
8713,F882447,a112cd40-a6af-4ec2-9e5f-74ffa8453887,Seneca,NE,Thomas,69161,42.13836,-100.7693,95.0,Rural,America/Denver,Automotive engineer,2.0,58.0,Regular High School Diploma,Student,57316.09,Married,Female,No,17.52,11.0,0.0,0.0,,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,66.01,222.89,6410.88,1,2,1,3,5,3,2,3
8714,E781539,21caff91-d31a-4ec3-8bd4-ad24dbce843f,Masury,OH,Trumbull,44438,41.24236,-80.53387,4300.0,Rural,America/New_York,Training and development officer,1.0,81.0,"Some College, 1 or More Years, No Degree",Retired,27758.72,Married,Male,No,9.27,14.0,1.0,1.0,,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),58.47,148.98,5104.38,3,2,3,3,1,3,3,4
8715,N296260,06ae35ea-4ef5-42b4-8829-524c99b9bb9a,Portland,OR,Multnomah,97211,45.58133,-122.6342,34962.0,Rural,America/Los_Angeles,Television camera operator,0.0,62.0,Regular High School Diploma,Student,47589.97,Separated,Male,No,10.48,12.0,2.0,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),71.9,222.08,6944.85,3,3,3,2,3,4,4,5
8716,J412316,4e6c06a2-26c9-4d3b-b5c1-2b4a55dea4c8,Atkins,VA,Smyth,24311,36.88173,-81.40915,1624.0,Suburban,America/New_York,Software engineer,2.0,43.0,Bachelor's Degree,Full Time,50813.98,Married,Male,No,12.6,16.0,0.0,1.0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),69.35,150.85,6553.16,3,3,3,5,2,3,3,3
8717,T169300,bbe27294-09d8-456e-922d-e0122a0df2ac,Arlington,TX,Tarrant,76006,32.78493,-97.10019,24774.0,Rural,America/Chicago,"Runner, broadcasting/film/video",0.0,60.0,Regular High School Diploma,Part Time,20746.61,Divorced,Female,No,7.32,17.0,2.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,44.14,216.49,3990.64,3,3,3,4,4,2,3,2
8718,C708997,21446553-8419-4bd1-94f2-5550a9a32b94,Burleson,TX,Johnson,76028,32.52605,-97.30317,69413.0,Rural,America/Chicago,Community education officer,1.0,25.0,Associate's Degree,Full Time,38884.17,Separated,Female,No,11.81,15.0,0.0,1.0,No,Two Year,No,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,50.73,222.07,4791.33,5,5,5,4,3,5,4,3
8719,L277341,0f4d4433-87fc-43d2-807a-c0d3148f9a5e,Cincinnati,OH,Hamilton,45227,39.15386,-84.38523,18391.0,Rural,America/New_York,"Scientist, forensic",1.0,78.0,Regular High School Diploma,Part Time,44413.21,Never Married,Male,No,12.05,12.0,1.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),66.2,173.09,5748.63,4,5,4,4,3,4,3,4
8720,B84035,359b5eab-23c7-4e9e-919f-c60c89c73067,Berthold,ND,Ward,58718,48.31241,-101.8106,841.0,Rural,America/Chicago,Early years teacher,2.0,35.0,"Some College, 1 or More Years, No Degree",Part Time,23178.69,Divorced,Male,No,15.24,12.0,0.0,0.0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,46.95,211.74,4471.0,3,3,3,2,2,3,3,3
8721,M65348,6f10c452-7867-4e92-aa3f-047b0ca06bc4,Catawba,WI,Price,54515,45.51811,-90.49685,448.0,Rural,America/Chicago,Public house manager,1.0,58.0,Master's Degree,Full Time,46509.62,Widowed,Male,No,12.04,11.0,0.0,1.0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,,No,Yes,Yes,Credit Card (automatic),62.5,181.29,5510.77,3,4,5,3,4,3,3,2
8722,D560109,d55326f9-bb41-4a85-b859-e2cb60bd4e38,Eustis,FL,Lake,32736,28.89668,-81.49498,9922.0,Suburban,America/New_York,Estate manager/land agent,4.0,25.0,"Some College, 1 or More Years, No Degree",Full Time,21766.17,Divorced,Female,No,7.35,13.0,0.0,2.0,Yes,Month-to-month,Yes,No,None,No,No,No,No,No,,Yes,No,No,Electronic Check,67.7,117.6,5917.08,5,5,4,2,5,4,3,3
8723,E94706,993255c1-1566-4e8c-93e2-1fc88b5466a9,Callao,MO,Macon,63534,39.74492,-92.64731,788.0,Rural,America/Chicago,Special effects artist,0.0,57.0,Regular High School Diploma,Full Time,65333.15,Separated,Male,No,5.32,15.0,2.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,59.94,123.33,5264.0,3,3,2,4,5,2,4,2
8724,U272006,4c69b9c4-f470-45d5-ab0d-45690fbc2679,Gloucester City,NJ,Camden,8030,39.8897,-75.11772,13269.0,Urban,America/New_York,Health physicist,0.0,66.0,"Some College, Less than 1 Year",Part Time,5523.47,Divorced,Female,No,36.67,9.0,1.0,1.0,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.46,200.43,5792.1,2,3,2,3,2,3,4,3
8725,P261491,8aa31382-0174-4f3b-937d-f5abceaf79af,Minneapolis,MN,Hennepin,55435,44.87352,-93.33471,13744.0,Rural,America/Chicago,Cabin crew,0.0,53.0,Bachelor's Degree,Unemployed,41900.38,Married,Female,No,11.87,8.0,1.0,0.0,No,Month-to-month,No,Yes,None,,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),62.84,131.12,5499.62,4,3,3,4,3,4,3,4
8726,J281764,f60abb0d-3cbc-4b26-ba7f-b40d94dec44a,Lagrange,GA,Troup,30241,33.0222,-84.95167,25266.0,Rural,America/New_York,Music therapist,2.0,66.0,"9th Grade to 12th Grade, No Diploma",Retired,13368.0,Never Married,Male,No,13.5,10.0,1.0,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,41.75,172.54,4893.44,3,4,4,2,4,4,2,4
8727,C34648,ccc10fdf-1e9a-4ce0-b891-2f470db65174,Sebring,FL,Highlands,33876,27.42871,-81.35191,4689.0,Suburban,America/New_York,Veterinary surgeon,1.0,54.0,Regular High School Diploma,Part Time,25206.38,Separated,Female,No,7.72,15.0,2.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,70.34,162.98,6608.72,5,4,5,4,3,3,4,4
8728,Z501442,4e1da8fa-1235-458c-9fdf-ef9142204253,Palmyra,ME,Somerset,4965,44.84562,-69.36265,2068.0,Suburban,America/New_York,Research scientist (physical sciences),5.0,28.0,Master's Degree,Full Time,36474.65,Never Married,Male,No,10.06,11.0,0.0,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),47.8,138.37,5930.3,4,4,3,1,5,3,2,1
8729,P338134,53af722a-5bfb-4d2f-9ea4-36c776ad27f9,Milton,IA,Van Buren,52570,40.68527,-92.15084,1104.0,Urban,America/Chicago,Retail buyer,4.0,25.0,Regular High School Diploma,Full Time,13487.36,Separated,Female,No,11.33,10.0,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,55.75,176.31,5600.15,4,5,5,5,2,4,4,4
8730,S704223,e022c953-6f3b-43d8-a6ba-17e31054db8d,Norfolk,VA,Norfolk,23503,36.94728,-76.26289,32080.0,Rural,America/New_York,"Scientist, research (physical sciences)",7.0,55.0,Associate's Degree,Full Time,23171.12,Widowed,Female,No,14.03,13.0,0.0,0.0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,71.12,181.74,6273.58,2,3,4,2,5,3,3,4
8731,U645837,1b13f5a3-1c95-4211-9db4-5608940e56f5,Houston,TX,Harris,77049,29.83413,-95.14734,35230.0,Urban,America/Chicago,Forensic psychologist,0.0,61.0,Regular High School Diploma,Part Time,46348.16,Divorced,Female,No,9.55,11.0,2.0,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),66.96,245.53,6469.58,3,4,4,3,2,4,5,3
8732,F830666,0edbd2ad-1aae-45a9-8f6f-ef5444ef57b8,Unionville,IN,Monroe,47468,39.27287,-86.40299,1539.0,Suburban,America/Indiana/Indianapolis,Quality manager,2.0,79.0,Bachelor's Degree,Full Time,61681.73,Divorced,Male,No,8.6,7.0,0.0,0.0,,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,71.99,223.62,6877.22,4,4,4,4,4,4,5,5
8733,E577272,a1ee1f55-401c-4e6b-b4dc-ae4bf2b9168e,Albany,GA,Dougherty,31707,31.58833,-84.20749,26094.0,Urban,America/New_York,Forensic psychologist,3.0,24.0,Regular High School Diploma,Full Time,65486.61,Married,Female,No,13.01,11.0,2.0,1.0,,Month-to-month,No,Yes,DSL,,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,60.98,131.92,5939.67,4,3,3,4,3,4,4,4
8734,P450130,d4a874ee-4335-4069-ae2c-17eef6620867,Arlington,VA,Arlington,22209,38.8947,-77.07541,12705.0,Urban,America/New_York,Building surveyor,4.0,18.0,"9th Grade to 12th Grade, No Diploma",Full Time,29267.03,Widowed,Male,No,12.24,12.0,0.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),60.51,175.36,5474.79,4,2,5,6,3,3,4,6
8735,D292974,b2705b71-2ce6-4074-ac46-0af4b8d4f176,Haugan,MT,Mineral,59842,47.35383,-115.4178,17.0,Urban,America/Denver,Geochemist,2.0,34.0,GED or Alternative Credential,Full Time,37414.61,Widowed,Male,No,11.76,15.0,1.0,1.0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,59.53,152.44,5403.23,3,5,6,4,3,4,4,4
8736,L594942,9a5c93fa-cd5d-4a74-b880-e55a6f85ab72,Old Bridge,NJ,Middlesex,8857,40.39161,-74.32984,40335.0,Suburban,America/New_York,"Engineer, production",4.0,31.0,Doctorate Degree,Full Time,69199.04,Widowed,Prefer not to answer,No,8.19,7.0,0.0,1.0,,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),71.13,114.52,6103.62,4,4,5,4,4,4,4,5
8737,D449561,695050c2-cc70-4c6d-aa38-0b4d4a2d0a66,Carbondale,IL,Jackson,62903,37.6704,-89.27781,3211.0,Suburban,America/Chicago,"Surveyor, land/geomatics",0.0,72.0,"9th Grade to 12th Grade, No Diploma",Part Time,24592.08,Never Married,Female,No,8.66,15.0,1.0,1.0,Yes,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,68.26,228.92,6028.79,4,5,5,3,2,5,4,4
8738,Z637015,be868af9-41a9-4d2c-9963-20432b8a7284,Inlet Beach,FL,Walton,32461,30.2897,-86.02761,34.0,Rural,America/Chicago,"Lighting technician, broadcasting/film/video",6.0,56.0,Regular High School Diploma,Full Time,8483.28,Never Married,Male,No,9.41,10.0,0.0,0.0,,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),60.77,146.71,5401.72,3,3,3,4,3,5,4,4
8739,J215190,10f04587-265b-4964-b3e7-6959ea710a2b,Clarkson,NE,Colfax,68629,41.71607,-97.12873,1232.0,Suburban,America/Chicago,Community development worker,10.0,47.0,Bachelor's Degree,Unemployed,21020.26,Separated,Male,No,12.01,11.0,0.0,0.0,No,Two Year,No,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),64.38,152.1,5932.68,4,4,4,5,2,5,5,3
8740,S222652,a05c5934-6bb5-4e64-8020-2b0d4961acd3,Wichita Falls,TX,Wichita,76308,33.85238,-98.54057,19092.0,Suburban,America/Chicago,Cytogeneticist,2.0,64.0,Regular High School Diploma,Unemployed,49830.03,Separated,Male,No,6.95,12.0,1.0,1.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,62.87,266.34,6315.9,3,4,4,2,6,4,4,5
8741,R369407,a2c6f94c-2e5d-450b-a262-22ca1101f757,Jolon,CA,Monterey,93928,36.03236,-121.2395,820.0,Rural,America/Los_Angeles,Technical brewer,1.0,80.0,"Some College, Less than 1 Year",Student,9743.36,Married,Female,No,11.85,17.0,1.0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,51.61,162.21,4446.38,4,4,5,3,4,3,3,4
8742,J339712,dc0874f5-8368-46ce-a80b-378a9dba5d4a,Waco,TX,McLennan,76706,31.46653,-97.0912,38597.0,Rural,America/Chicago,"Engineer, maintenance (IT)",2.0,62.0,"Some College, 1 or More Years, No Degree",Part Time,39116.35,Married,Male,No,5.8,8.0,1.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,62.45,256.37,5898.16,5,4,3,5,4,4,3,4
8743,M30542,7f00f8f0-96a9-41e2-83d1-e27c13aeff45,Edgecomb,ME,Lincoln,4556,43.96868,-69.6231,1082.0,Urban,America/New_York,Toxicologist,2.0,18.0,Regular High School Diploma,Part Time,57947.53,Married,Male,No,14.48,9.0,2.0,0.0,,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,60.21,159.58,5422.99,2,2,4,4,4,2,3,3
8744,Z709934,e80f779f-84b2-4017-a258-8a6521e97330,Rocklake,ND,Towner,58365,48.85825,-99.25209,237.0,Rural,America/Chicago,"Development worker, community",1.0,79.0,Bachelor's Degree,Full Time,74269.41,Separated,Female,No,10.96,16.0,1.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,47.18,138.85,4528.26,3,5,4,3,2,5,5,5
8745,M18617,b3dfcd74-a09c-497d-88a4-1cce191271c1,Arkansaw,WI,Pepin,54721,44.62933,-92.06966,1269.0,Rural,America/Chicago,Advertising account planner,1.0,42.0,Bachelor's Degree,Part Time,143641.2,Separated,Male,No,33.64,11.0,2.0,0.0,,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),64.55,285.3,6104.45,4,4,4,3,4,3,3,5
8746,A490867,46fb24fc-df56-44b3-b0f6-15e095b942b4,Basking Ridge,NJ,Somerset,7920,40.6784,-74.56296,27017.0,Suburban,America/New_York,"Psychologist, educational",2.0,41.0,Master's Degree,Full Time,40818.88,Widowed,Male,No,7.6,8.0,1.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),51.92,162.22,4662.42,2,3,3,2,5,2,4,3
8747,E605510,25e13857-3675-4f16-80a8-54e7d5ee243a,Helendale,CA,San Bernardino,92342,34.75839,-117.3494,6508.0,Urban,America/Los_Angeles,Professor Emeritus,3.0,76.0,"Some College, 1 or More Years, No Degree",Full Time,43464.06,Widowed,Female,No,8.21,10.0,1.0,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),54.1,243.13,5158.5,4,3,4,3,4,3,3,4
8748,C426956,870aa432-6599-45bd-9eec-b54ae976f32d,Maxton,NC,Robeson,28364,34.71235,-79.32696,15183.0,Suburban,America/New_York,"Engineer, land",2.0,36.0,Regular High School Diploma,Part Time,35713.37,Separated,Male,No,13.69,11.0,3.0,0.0,,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),56.19,184.83,5533.88,3,3,4,2,4,3,4,3
8749,N312898,e7f9af03-e96f-4304-a68f-980002dbddbe,Tacoma,WA,Pierce,98465,47.24823,-122.5291,7008.0,Urban,America/Los_Angeles,Teaching laboratory technician,2.0,31.0,Regular High School Diploma,Full Time,50967.01,Widowed,Male,No,5.49,14.0,0.0,0.0,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),57.98,175.03,5688.32,4,5,4,2,5,4,3,5
8750,P401215,c05399e0-1d13-49fa-baa9-ca830ec8fad5,Sonoma,CA,Sonoma,95476,38.2486,-122.4571,36792.0,Suburban,America/Los_Angeles,"Engineer, technical sales",1.0,81.0,Master's Degree,Student,87775.72,Divorced,Male,No,14.24,17.0,2.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,62.6,147.52,5716.12,4,5,5,4,5,3,4,4
8751,Y168157,1ccae2a2-a76c-458c-a969-c2268cb3ac50,Jonesboro,GA,Clayton,30236,33.52245,-84.32424,49694.0,Rural,America/New_York,"Sales professional, IT",1.0,59.0,Professional School Degree,Student,42200.42,Never Married,Female,No,16.51,11.0,4.0,2.0,,Month-to-month,Yes,No,DSL,,Yes,No,Yes,No,No,No,No,No,Mailed Check,54.73,148.44,4002.03,3,4,4,3,2,3,4,2
8752,F702843,805cf7e6-b2ba-4f6e-bb20-8b6981aab9b5,Dittmer,MO,Jefferson,63023,38.26924,-90.71319,5817.0,Rural,America/Chicago,General practice doctor,1.0,64.0,Regular High School Diploma,Full Time,32430.58,Divorced,Male,Yes,9.01,10.0,1.0,1.0,,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),62.72,243.8,5772.06,4,3,3,5,3,4,5,4
8753,O346280,d381e0b1-46d2-4fb5-b3c9-b80176ee85ac,Tulare,CA,Tulare,93274,36.18026,-119.3694,73778.0,Urban,America/Los_Angeles,"Geneticist, molecular",2.0,65.0,Bachelor's Degree,Retired,17271.98,Married,Male,No,13.84,15.0,0.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),47.46,129.47,4571.67,4,4,3,3,2,4,4,4
8754,E798904,492e2850-c9d3-42e5-a390-00496cc3d13f,Bayamon,PR,BayamÃ³n,961,18.41011,-66.16538,30784.0,Urban,America/Puerto_Rico,Radio producer,0.0,83.0,Regular High School Diploma,Full Time,55223.1,Widowed,Male,Yes,11.6,10.0,1.0,1.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),63.39,257.94,6325.36,4,5,6,2,4,4,4,2
8755,F789317,ac793db1-4e42-415e-9412-b544f251f995,Grant Park,IL,Kankakee,60940,41.2506,-87.64282,3433.0,Rural,America/Chicago,"Research officer, political party",1.0,43.0,Bachelor's Degree,Unemployed,49149.67,Married,Male,No,11.46,11.0,1.0,1.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,56.15,125.0,4737.06,5,3,4,2,5,3,3,2
8756,D938071,22a3fb62-f91f-4844-8460-da8b341d139c,Russellville,MO,Cole,65074,38.47933,-92.47517,2723.0,Suburban,America/Chicago,"Production designer, theatre/television/film",3.0,45.0,Doctorate Degree,Full Time,26449.68,Never Married,Male,No,39.02,14.0,2.0,2.0,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),62.13,297.32,6368.71,4,3,4,6,3,4,2,4
8757,J237830,b3c24254-88d7-4e1e-964f-b649200cbc3d,Big Wells,TX,Dimmit,78830,28.52537,-99.50854,887.0,Suburban,America/Chicago,Geophysical data processor,1.0,35.0,Bachelor's Degree,Unemployed,14865.17,Separated,Female,No,8.11,14.0,1.0,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),63.91,152.64,6037.7,4,4,3,3,4,3,3,4
